t,basic_wheel3x1.Struktur.w_a[1],basic_wheel3x1.Struktur.w_a[2],basic_wheel3x1.Struktur.w_a[3]
s,rad/s,rad/s,rad/s
0,0,0,0
0.049999990001,0,0,0
0.096162262857,0,0,0
0.131250063896,0,0,0
0.281250063896,0,0,0
0.431250063896,0,0,0
0.581250063896,0,0,0
0.731250063896,0,0,0
0.881250063896,0,0,0
1.031250063896,0,0,0
1.181250063896,0,0,0
1.331250063896,0,0,0
1.481250063896,0,0,0
1.631250063896,0,0,0
1.781250063896,0,0,0
1.931250063896,0,0,0
2.081250063896,0,0,0
2.231250063896,0,0,0
2.381250063896,0,0,0
2.531250063896,0,0,0
2.681250063896,0,0,0
2.831250063896,0,0,0
2.981250063896,0,0,0
3.131250063896,0,0,0
3.281250063896,0,0,0
3.431250063896,0,0,0
3.581250063896,0,0,0
3.731250063896,0,0,0
3.881250063896,0,0,0
4.031250063896,0,0,0
4.181250063896,0,0,0
4.331250063896,0,0,0
4.481250063896,0,0,0
4.631250063896,0,0,0
4.781250063896,0,0,0
4.931250063896,0,0,0
4.999999990001,0,0,0
5.030874902185,0.0621259614931412,0.0280373337065855,-2.70435999390258e-009
5.061438813347,0.112957887866807,0.0457404926792192,9.94661280368576e-008
5.091730160086,0.143383340310867,0.0470486322587896,1.03116240763885e-007
5.122109447436,0.152736015674134,0.032872546431182,1.33672979314612e-007
5.152466135984,0.140256195903369,0.0049991983237623,6.42809528942419e-008
5.183441600899,0.118045753520622,-0.0251063541882418,4.98607062467124e-007
5.213832063586,0.0999105543631038,-0.0447019274100171,-1.45428453840478e-006
5.243981700689,0.0929487754640838,-0.0486287337516665,-1.27822799706536e-006
5.274226137099,0.0981704124448934,-0.0376210530122025,-8.53584491019614e-007
5.304394489775,0.110614141127842,-0.0181700083520589,-3.87537784140285e-007
5.334627685706,0.122720784015669,0.00104372468953664,-9.10651757051478e-008
5.364856183579,0.128141055403498,0.0128764172968302,3.49532836211751e-008
5.395869808116,0.124224952069513,0.0143697200191944,1.85911371043754e-007
5.426447290649,0.113113319889419,0.00728014753325663,3.1346110008765e-007
5.456929615041,0.100010646681764,-0.00305083256590257,3.90061753302797e-007
5.487683774522,0.0902149225551094,-0.0111161968792308,3.50493971160564e-007
5.517885862141,0.0871606250208702,-0.0132761342923557,2.7538888904566e-007
5.548465475859,0.0907030814969344,-0.00939562561685407,2.81583730706009e-007
5.579304327355,0.0982104370816845,-0.00190347952923989,2.87298095654431e-007
5.60936292296,0.105464752085353,0.00516280440312988,1.92183395725318e-007
5.639582227929,0.109541731501575,0.00900018737770228,-1.13017118264465e-008
5.670068235693,0.109134135714052,0.00837780767837091,-5.64327759069338e-008
5.700959456779,0.105023646532966,0.00411969715260361,4.35910452242032e-006
5.731463188775,0.0996861627908629,-0.00128102677211434,4.00882680909621e-006
5.761610130889,0.0956452653755365,-0.005309492709044,3.42756093974093e-006
5.792261624335,0.0943624313459606,-0.00651979569669775,2.75111845820299e-006
5.822913117781,0.0960113080098385,-0.0047589433436084,1.72805325915295e-006
5.853564611227,0.0993720667706307,-0.00126743815048453,7.60925307496484e-007
5.884362064158,0.102676539162448,0.00216987098545635,2.66660086292706e-008
5.915101133272,0.104424595878845,0.00403944301249471,-7.43219797931889e-007
5.946542176319,0.104038706935626,0.00375874705273135,-1.18600819979526e-006
5.97696720446,0.102047602831699,0.00184824913813903,-1.44739302225319e-006
6.008389774499,0.0994911308618879,-0.000646220453024162,-1.56847830033855e-006
6.039812344538,0.0976556372433741,-0.00243844092726889,-1.56660310055467e-006
6.071234914577,0.0972536986791186,-0.00281196587363135,-1.48038765074723e-006
6.102358222044,0.0982114186760746,-0.00183689596907792,-1.37152585312006e-006
6.133331898223,0.0998504545507193,-0.000187933559874099,-1.2232608510741e-006
6.164305574402,0.101322102509567,0.00128896367337499,-1.02119480550224e-006
6.194336573475,0.101983983724151,0.00195336154237868,-8.35389499458552e-007
6.225848922267,0.101689257143591,0.00166001648806216,-6.57267906768257e-007
6.256149257647,0.100726886910261,0.00069872817587378,-4.94580349378572e-007
6.286904098056,0.0996055183488461,-0.000421183238470469,-3.81518672380766e-007
6.318135411234,0.0988468421224239,-0.00117772699204278,-7.69670266646583e-007
6.348144967992,0.0987414371285426,-0.00128046743382331,-6.60606471439656e-007
6.378337793952,0.0992006403522222,-0.000818168260132893,-5.21961190852796e-007
6.409033833675,0.0999525101293937,-6.30266729677162e-005,-3.7569889367309e-007
6.4393210122,0.100607711453925,0.000595224197037806,-1.9462013596163e-007
6.470457363952,0.100907885263337,0.000898116273794368,-4.46099398320904e-008
6.501593715704,0.100755639482277,0.000748059383180695,9.17755899911938e-008
6.532426299455,0.100297274576378,0.000291359164977473,1.10081360309651e-006
6.56281368471,0.0997918623431998,-0.0002128046590992,1.04305730239024e-006
6.593143463545,0.0994610820152099,-0.000542615024245104,9.65870359512893e-007
6.623764874869,0.0994195920667002,-0.000583312252316877,8.21814520330867e-007
6.654386286193,0.0996425985919173,-0.000359650449045491,6.07740341297019e-007
6.685007697517,0.0999896110946961,-1.21102812368704e-005,3.92464628330061e-007
6.716037394319,0.100291168791738,0.000289843484795994,2.31721044755059e-007
6.746850679967,0.100415041737312,0.000413969708154579,-5.45234047168268e-007
6.777612562869,0.100336791833736,0.000335853471373614,-6.09465148809948e-007
6.808130303849,0.100125437843024,0.000124558232382386,-6.22908690385909e-007
6.838381014594,0.0998960502940103,-0.000104794021715175,-5.70009810024844e-007
6.869795214213,0.0997454529306803,-0.000255335330105033,-4.54421036117252e-007
6.900694426953,0.0997365815143846,-0.000264112004964507,-3.34745913550146e-007
6.931593639693,0.099847612591553,-0.000152952400875463,-1.83648835652741e-007
6.962208256033,0.100008137991508,7.70907145276794e-006,-6.22195228128182e-007
6.992878915282,0.100140374546362,0.000140063132384725,-4.95872345549434e-007
7.023356068786,0.10019028459997,0.00019005370783229,-3.47904158763624e-007
7.05441373949,0.100148497866096,0.00014830888082253,-2.13956489692978e-007
7.085435127862,0.10004716161012,4.69853863690779e-005,-5.73720448741131e-008
7.115476893442,0.0999442482741338,-5.59250744348203e-005,6.34649865701858e-008
7.145729604459,0.0998811867750813,-0.000118977235099432,1.11531803812627e-007
7.176821693005,0.0998801731702315,-0.000119967731978045,-3.16555950555998e-007
7.207250965712,0.0999321836881195,-6.79226739606148e-005,-2.32654464606184e-007
7.237377166975,0.100004892500293,4.82368572752785e-006,-1.179847341673e-007
7.268789751865,0.100066120320854,6.60828325830143e-005,-7.26534229044124e-009
7.298865631015,0.100087180236791,8.71583004890541e-005,1.05034495904005e-007
7.329944039468,0.10006686059723,6.68392551294641e-005,1.91846808415021e-007
7.359991346516,0.100021534445351,2.15041206981073e-005,1.26379168257682e-007
7.390488099808,0.0999736884364216,-2.63519011200542e-005,3.24617477573194e-007
7.420859952458,0.0999450707725802,-5.49741064227913e-005,3.34422759908414e-007
7.451076846677,0.0999447572070663,-5.5283500941144e-005,3.33399033701053e-007
7.481758616191,0.0999687206175788,-3.13082035107129e-005,3.07658893610645e-007
7.512440385705,0.100002710754662,2.69661603422175e-006,2.6635931583824e-007
7.543122155219,0.100030141047758,3.01388970829565e-005,2.35035688227521e-007
7.573524999555,0.10003996897713,3.99721771927382e-005,3.21700003624513e-007
7.60393760626,0.100030966145689,3.09684827667462e-005,2.03948320248072e-007
7.6344380744,0.100009939366622,9.93644846498394e-006,1.69965077944571e-007
7.664620829331,0.0999881540119354,-1.18549469325318e-005,1.29564320505419e-007
7.695439010681,0.099974746977978,-2.52653242529137e-005,1.00315512916751e-007
7.725462909005,0.0999745722268697,-2.54391742834669e-005,6.71151403538418e-008
7.755486807329,0.0999852154673586,-1.47914328456778e-005,4.73377249390951e-008
7.785825241727,0.100000631727471,6.30494977664867e-007,1.9303911372394e-007
7.815867792299,0.100013262404672,1.32623977271899e-005,-1.12891836552922e-006
7.845945865049,0.100018309293222,1.83071209715704e-005,-1.02872246506646e-006
7.876878428495,0.100014597263174,1.45904891339637e-005,-8.26283846919951e-007
7.907728195795,0.100004996825401,4.98451898790339e-006,-5.99024149909777e-007
7.938792249007,0.0999946644386875,-5.35231519531801e-006,-3.24165221471481e-007
7.969856302213,0.0999884167721725,-1.16018372696686e-005,-5.59854608374042e-008
7.999998141317,0.0999883219920058,-1.16950260883839e-005,5.75239391933453e-007
8.03067752856,0.0999933490286408,-6.663191019376e-006,5.38761753853401e-007
8.06218349311,0.100000699528431,6.92783650772185e-007,5.60221125458082e-007
8.093689457662,0.100006531284861,6.52903070577496e-006,5.34868394091601e-007
8.125195422214,0.100008394822217,8.3952398787486e-006,4.79150375153151e-007
8.156701386766,0.100006076498165,6.07751803412638e-006,4.05361629637169e-007
8.188207351318,0.100001331550546,1.33170424580181e-006,3.18985539355608e-007
8.218443069678,0.0999969024363382,-3.09839228556206e-006,-5.19939184361174e-007
8.249588088708,0.09999446933836,-5.53598753729915e-006,-7.19017279076609e-007
8.280150957849,0.0999949035459527,-5.10496434503472e-006,-6.52423198179086e-007
8.31071382699,0.0999974998704967,-2.51042509712082e-006,-5.33960868490192e-007
8.342004383488,0.100000851333047,8.40299864944576e-007,-3.16980596386835e-007
8.372931096305,0.10000325361523,3.243063337819e-006,-7.8009417299454e-008
8.403857809122,0.100003816871319,3.80685303981119e-006,5.59398220720385e-008
8.434927015146,0.100002576002644,2.56524699126072e-006,-7.50601340652372e-007
