t,basic_wheel3x1.Struktur.w_a[1],basic_wheel3x1.Struktur.w_a[2],basic_wheel3x1.Struktur.w_a[3]
s,rad/s,rad/s,rad/s
0,0,0,0
0.06725602,0,0,0
0.099999990001,0,0,0
0.137421680001,0,0,0
0.199999990001,0,0,0
0.271518068569,0,0,0
0.421518068569,0,0,0
0.571518068569,0,0,0
0.721518068569,0,0,0
0.871518068569,0,0,0
1.021518068569,0,0,0
1.171518068569,0,0,0
1.321518068569,0,0,0
1.471518068569,0,0,0
1.621518068569,0,0,0
1.771518068569,0,0,0
1.921518068569,0,0,0
2.071518068569,0,0,0
2.221518068569,0,0,0
2.371518068569,0,0,0
2.521518068569,0,0,0
2.671518068569,0,0,0
2.821518068569,0,0,0
2.971518068569,0,0,0
3.121518068569,0,0,0
3.271518068569,0,0,0
3.421518068569,0,0,0
3.571518068569,0,0,0
3.721518068569,0,0,0
3.871518068569,0,0,0
4.021518068569,0,0,0
4.171518068569,0,0,0
4.321518068569,0,0,0
4.471518068569,0,0,0
4.621518068569,0,0,0
4.771518068569,0,0,0
4.921518068569,0,0,0
4.999999990001,0,0,0
5.032566662792,0.0652407905814553,0.0292909232025696,-2.67102166665242e-009
5.065528814706,0.120514214675123,0.0486085780791456,-2.68812766965814e-009
5.096992686987,0.164628206904766,0.0592256810465644,-2.22578834952233e-009
5.127172109959,0.193661812655717,0.058713334484368,1.29294607157416e-008
5.157639457973,0.204580095312178,0.0448554992760949,-8.40816033715713e-009
5.187812893121,0.202724118542044,0.0235930735554604,-1.37975028822156e-007
5.218015145589,0.189722602063059,-0.0030816207676209,-2.2869175335551e-007
5.248311502766,0.161227773864547,-0.0371101536125199,-2.07357289595128e-007
5.278664811804,0.125732828914149,-0.0703162454914911,-1.83150976961293e-007
5.309278384615,0.0893741399891168,-0.0972745499759533,-1.45968165712581e-007
5.339362906728,0.059654536686203,-0.112028292721001,-1.06212667669974e-007
5.369676628122,0.0424294866083144,-0.110158177785,-6.67939618577952e-008
5.400572669952,0.0396430831193429,-0.0911283574045781,-1.98135999227941e-008
5.431531594538,0.050745084750496,-0.0575832622978071,3.27298704158259e-008
5.462122052355,0.07328293328269,-0.014138985314186,7.81924146053834e-008
5.493024379371,0.102295143979984,0.0331144574992015,1.16811080703744e-007
5.523680892423,0.13104654576558,0.0758836696464795,1.45766687894691e-007
5.553833271763,0.153226546933824,0.107108479980701,1.64370994021702e-007
5.583850635441,0.16396127050012,0.121858666775987,1.73573907674729e-007
5.61387206897,0.160631070747597,0.117659997129292,1.73455575986255e-007
5.6439296066,0.143337203642074,0.0950565778518869,1.64377374098251e-007
5.674140715579,0.114623348955627,0.0573007876378968,1.47593928182377e-007
5.704915219747,0.0791516433929693,0.00983954001484116,1.24223627891855e-007
5.734944715284,0.0451831430835802,-0.0373867350118481,9.71485527980486e-008
5.765101745415,0.0184963882527395,-0.0777646284523448,6.76297147452758e-008
5.79558318678,0.0049885535760894,-0.104368763396873,3.73048305484299e-008
5.825588719426,0.00846325891652199,-0.112096105763913,8.5492430593789e-009
5.855761880746,0.0292425639892161,-0.100136926623489,-1.77288769146958e-008
5.886354113751,0.0652239108554724,-0.0700808614026415,-4.04824399056763e-008
5.916621566196,0.109876515742357,-0.0280656352095571,-5.82476251182714e-008
5.947002167998,0.156011072455685,0.0186083532494855,-7.08026558678002e-008
5.977048413453,0.194755055860854,0.060742763736365,-7.78802823789731e-008
6.007204684488,0.219440057140099,0.0912021994232279,-7.97699210539455e-008
6.037224215163,0.224842702606424,0.104085366809824,-7.68780393789627e-008
6.067277333259,0.209272858488622,0.0970225635902392,-6.987550600089e-008
6.097329619593,0.174551530507915,0.0710903177105696,-5.95826471518083e-008
6.127395488255,0.125964677203214,0.0308770676878007,-4.6931417456292e-008
6.157453091486,0.0715088605776759,-0.0162416317641091,-3.28504823357889e-008
6.187557935363,0.0203711213275395,-0.0615554821568352,-1.82683443612932e-008
6.217840705498,-0.0185294019022708,-0.0964731444313807,-4.05565630906826e-009
6.248200057776,-0.0376850002734106,-0.113689200433056,9.43094837078689e-009
6.278707388935,-0.0330019185609093,-0.109119497607415,2.07760759593394e-008
6.308938437872,-0.00497953804902544,-0.0830805020684513,2.96872291779132e-008
6.339169486808,0.0418397409599048,-0.0398066501893392,3.61130491170759e-008
6.369269096396,0.0992442212246215,0.0129109937020749,3.98720796991437e-008
6.39943442564,0.157570224454743,0.0658363163486379,4.11175673343733e-008
6.429662599286,0.20640232791624,0.109025811229273,3.99659329160741e-008
6.459802690113,0.236618289951631,0.13384148243682,3.67941467355204e-008
6.48995191496,0.242641048025007,0.135090736159886,3.18482405682926e-008
6.520017650519,0.223046334530135,0.111683064711445,2.56237140853191e-008
6.550192108786,0.180782876656891,0.0667686541700429,1.85582204497804e-008
6.580273699618,0.123349449538913,0.00798112881618858,1.11422467366757e-008
6.61046454412,0.0605631049243125,-0.0548627736336324,3.74794434706401e-009
6.640508074905,0.00426330176351525,-0.110018707731189,-3.15848919087118e-009
6.670830381606,-0.035741035872655,-0.147835535848279,-9.30317006265868e-009
6.701232518629,-0.0510856334311934,-0.160196633178,-1.43531879443229e-008
6.731484209086,-0.0383354994347446,-0.143986060011382,-1.80818122656444e-008
6.76177876903,0.000733375563782986,-0.101270708786611,-2.04139464446221e-008
6.792073328974,0.0594920887417111,-0.038985732362441,-2.13940465350703e-008
6.822416658533,0.127596100295643,0.0322592296932686,-2.09509006994376e-008
6.852539655538,0.192029218351835,0.0992065734843224,-1.93158029825831e-008
6.882580387922,0.241176164652318,0.150110123600117,-1.6704318089311e-008
6.912757856524,0.265811893865057,0.175674239395753,-1.33052066509737e-008
6.942933070293,0.26037571768657,0.170318897222386,-9.44207973443747e-009
6.973100995023,0.224976593443602,0.134211682772536,-5.39919153894939e-009
7.003197762468,0.165393166738349,0.0732516927241695,-1.41071309188688e-009
7.03336320372,0.0915864109732634,-0.00244580904381198,2.03406269660439e-009
7.063402354163,0.0171143103551526,-0.07912148663305,5.01429764399076e-009
7.093426944176,-0.0447287173109678,-0.143288928854265,7.33622729051686e-009
7.123534975231,-0.0823849922249261,-0.183205622991228,8.86618970090302e-009
7.153938496315,-0.0878838754840632,-0.190740014800337,9.71958941888812e-009
7.184301738628,-0.0587071113659488,-0.163205627905287,9.86191705250028e-009
7.214327645347,1.51844900780378e-005,-0.105625802865734,9.49255596132116e-009
7.2444146035,0.0788844058894434,-0.0273698591495537,8.74773197446883e-009
7.274551648793,0.164244547315739,0.0579139889452987,7.73046526168462e-009
7.304652883388,0.240551503103576,0.13464399993032,6.49874261328549e-009
7.334678541174,0.293686833669226,0.18862443735253,5.19232459569572e-009
7.364704496194,0.313578031512722,0.209682745616341,3.79855603734256e-009
7.394854795534,0.295494293650431,0.192977123141171,2.4587472099596e-009
7.424976228463,0.24150626228117,0.1404483866111,1.09828189827699e-009
7.45523190815,0.159957561502657,0.0603281143104371,-3.19094134099112e-010
7.48537911252,0.0654830072916122,-0.0328669410723762,-1.76600671704639e-009
7.515447699086,-0.0251654198953552,-0.122467808778364,-3.0964188221771e-009
7.545628350095,-0.0959482021491062,-0.192489615913543,-4.26109229781946e-009
7.575716735144,-0.133002215190509,-0.229108263437846,-5.28793550800332e-009
7.605984853246,-0.128793995825913,-0.224794329699495,-5.88526067558771e-009
7.636064703096,-0.0830138250153456,-0.179220666787503,-6.00706355526031e-009
7.666097295776,-0.00306505453168018,-0.0997481991052985,-5.8730051728614e-009
7.696343146591,0.0983412618513146,0.000962476649986518,-5.22569636991855e-009
7.707553919761,0.137718854311627,0.0400406671234329,-4.89316643710482e-009
7.737705016315,0.238060934742876,0.139505439172713,-3.76979050583842e-009
7.767879019206,0.315974378569217,0.216494569943782,-2.41688759805886e-009
7.798020344937,0.356532430920699,0.256155155173143,-7.32358231329985e-010
7.828052785283,0.351539823920376,0.250358873404699,8.75884680664101e-010
7.858272324758,0.300446049428301,0.198602177221003,2.46216569031523e-009
7.888385425021,0.211597975781892,0.109279418280755,3.65787413676053e-009
7.918598104693,0.09964443222624,-0.00293930183529841,4.34270513964439e-009
7.948810546548,-0.0152906273962997,-0.117920583793415,4.4714139213111e-009
7.978914649248,-0.111932612891348,-0.214400153044543,4.0765911096341e-009
8.009071204211,-0.17268370388763,-0.274804671802172,3.33838837534761e-009
8.039139990656,-0.185294736764654,-0.286924542474141,2.46004902723299e-009
8.069179020014,-0.146445427228905,-0.247486520034014,1.44149712592108e-009
8.099355340023,-0.0613138344536844,-0.161717999682518,4.70559549679426e-010
8.129452131943,0.0554249168245404,-0.0443528634377602,-3.64762801150544e-010
8.159495318547,0.183355118793459,0.0841429308699713,-8.86362228671332e-010
8.189610170365,0.300021272191729,0.201272700098226,-1.10184837119313e-009
8.219614449833,0.383309068216272,0.284887175383283,-9.33201975017747e-010
8.249634126052,0.417687753109469,0.319438649193777,-3.44014364327226e-010
8.279801581934,0.395243078839827,0.297007919618301,2.32669240240239e-010
8.309924478785,0.318299249247085,0.219928289916097,8.15581725469602e-010
8.339991610409,0.199586491185933,0.100953583070773,1.07618411461028e-009
8.370155177954,0.058918496085667,-0.0400711796794645,1.01362170287974e-009
8.400373415774,-0.0785251565950936,-0.177927251988378,5.76479469112516e-010
8.430434365003,-0.186746571958686,-0.286572458086891,-1.54999783336809e-010
8.460554683398,-0.246101583437656,-0.346326743509894,-1.12276809776589e-009
