#1 
double thermochromLaSrMnO3(10,3)   # La0,825Sr0,175MnO3
200.0	0.32	0.87
220.0	0.34	0.87
240.0	0.38	0.87
260.0	0.44	0.87
280.0	0.52	0.87
300.0	0.62	0.87
320.0	0.63	0.87
340.0	0.64	0.87
360.0	0.64	0.87
380.0	0.64	0.87

double thermochromLaCaMnO3(10,3)   # La0,7Ca0,3MnO3
200	0.22	0.84
220	0.26	0.84
240	0.33	0.84
260	0.44	0.84
280	0.56	0.84
300	0.57	0.84
320	0.58	0.84
340	0.58	0.84
360	0.58	0.84
380	0.59	0.84
